id,title,description,date,start_time,end_time,venue,room,speakers,knowledge_partners,session_type,event_id,add_to_calendar,notes
5327,AI for Smart and Resilient Agriculture: From Research to Solutions,"This session will bring together diverse perspectives to explore how artificial intelligence can support sustainable, efficient, and climate-resilient agriculture. It will examine farmers' needs, the scientific and data challenges shaping AI-driven innovation, and the conditions required for impartial adoption and sovereignty. The discussion will bridge research and on-ground experience, highlighting practical applications, policy considerations, and future pathways to ensure AI solutions are inclusive, scalable, and relevant across different agricultural contexts",2026-02-16,09:30:00.000,,Bharat Mandapam,L1 Meeting Room No. 19,Cina LAWSON; Dr. Bharat KAKADE; Dr. Carole CARANTA; Dr. Thierry CAQUET; Dr. Vincent MARTIN; Henri VERDIER; Henry VAN BURGSTEDEN,Inria,Main Summit Session,692b0deb79d045d40ae1fa08,True,
5142,Harnessing AI to Transform India's Judicial Ecosystem,"AI has the potential to revolutionise India's judicial system by enhancing efficiency, transparency, and accessibility. It can enable predictive analytics for informed decision-making, automate case management, facilitate legal research, and support virtual courts, leading to faster dispute resolution, reduced backlog, and improved access to justice. This session will examine the transformative potential of AI, assess implementation challenges, and explore strategies for leveraging technology to create an efficient, transparent, and inclusive judicial system.",2026-02-16,09:30:00.000,,Bharat Mandapam,L1 Meeting Room No. 16,Arya Tripathy; Dr. Aparajita Bhatt; Mr. Vikas Mahendra; Sh. Rajnish Kumar; Sh. Shardul Shroff,National Law University Delhi,Main Summit Session,6916d7245d05f4811c981396,True,
5123,"AI Literacy: Building Skills, Inclusion, and Global Leadership","This session addresses the critical AI literacy gap limiting equitable access to AI knowledge across sectors and geographies. It will explore strategies to embed AI education across formal learning, workforce upskilling, and lifelong learning through training multipliers like teachers, government officials, and workforce development leaders. It will introduce the concept of the Universal AI Literacy Stack, and examine how multi-stakeholder collaboration among governments, industry, academia, and global partners can position countries as AI literacy leaders.",2026-02-16,10:30:00.000,,Bharat Mandapam,L1 Meeting Room No. 14,Lakshmi Misra; Prabhat Kumar; Sourabh Choudhary,AIforAll Global,Main Summit Session,6915a78b5d05f4811c974dc9,True,
5216,Redesigning the AI Economy,"The main stage session will examine how participatory and ethical data pipelines can support a more inclusive AI ecosystem at national scale. Bringing together policymakers, technologists, researchers, and community representatives, the discussion will explore community-led data creation, evaluation, and model development. The session will highlight how fair compensation, local knowledge, and transparent governance can strengthen AI systems and inform responsible AI policy and practice in India and across the Global Majority.",2026-02-16,10:30:00.000,,Bharat Mandapam,L1 Meeting Room No. 8,Amitabh Nag; Divya Siddarth; ⁠Dr. Sunayana Sitaram; Manu Chopra,Karya,Main Summit Session,691dcc2a48d9e7c279242eda,True,
5315,"Unlocking AI's Potential for Agricultural Innovation and DPI-Enabled Economic 
Growth","This session explores how artificial intelligence, supported by digital public infrastructure, can strengthen agricultural systems and drive inclusive economic growth. It focuses on practical pathways to deliver trusted, data-driven advisory services, improve farmer decision-making, and enable scalable innovation through interoperable systems, partnerships, and governance frameworks that support real-world impact.",2026-02-16,10:30:00.000,,Bharat Mandapam,L2 Audi 1,Fatema AlMulla; Jagadish Babu; Nidhi Bhasin; Niriksha Shetty; Sanjay Jain,Gates Foundation,Main Summit Session,692abb146301504975ecfe88,True,
5060,Empowering the Human Edge: Building a Future-Ready Workforce in the Age of AI,"Bringing together governments, enterprises, and academic leaders, this session will spotlight how large-scale AI skilling and reskilling initiatives are being designed and delivered; the gaps emerging in AI talent supply; and what it takes to build a workforce that can adapt and thrive in an AI-driven economy. The discussion will surface practical lessons and scalable approaches for building inclusive, future-ready AI talent ecosystems.",2026-02-16,10:30:00.000,,Bharat Mandapam,L1 Meeting Room No. 18,Idris A. Rai; Jay Krishnan; Phani Nagarjuna; Roma Datta Chobey; Sidharth Madaan; Vani Kola,Japan International Cooperation Agency,Main Summit Session,6929d6a03b3e8d7e576a973e,True,
5154,Harnessing AI for Water Resilience and Sustainable Growth,"As artificial intelligence becomes the backbone of global economic growth, its physical footprint is expanding rapidly particularly through energy-intensive, water-dependent data centres and digital infrastructure. At the same time, AI is emerging as one of the most powerful tools available to solve the world's most urgent water challenges: scarcity, leakage, contamination, flooding, and inequitable access.",2026-02-16,10:30:00.000,,Bharat Mandapam,West Wing Room No. 6,David Wood; Shruti Kapil; Sujith Nair,International Centre for Sustainability,Main Summit Session,691709df5d05f4811c9839ea,True,
5261,Practical Aspects of Using AI in Daily Life,"This hands-on workshop aims to give an introduction to AI with live demonstrations starting from basics such as how it can be used in data analysis, making presentations and drafting documents. It also covers precautions one should take while using AI and dealing with proprietary, confidential or sensitive data. The session then moves to an entrepreneur perspective on challenges the ecosystem currently faces. The session will end with an open floor for questions.",2026-02-16,10:30:00.000,,Bharat Mandapam,L1 Meeting Room No. 17,Dr.Preet Deep Singh; Prof. Shiva Kakkar; Prof.Vaibhav Chaudhary; Shri.Nirmit Parikh,Apna.co,Main Summit Session,69283fc5d31370f8e21ce354,True,
5493,Sovereign AI for National Security : India's Path to digital Sovereignty,"The session explores how Sovereign AI is becoming central to  national security, covering its role in defense modernization, cyber resilience, space and hypersonic domains, internal security, and policing. It highlights how indigenous AI enhances threat detection, border management, and critical infrastructure protection, while also examining government–industry collaboration to build secure, resilient AI capabilities.",2026-02-16,10:30:00.000,,Bharat Mandapam,L1 Meeting Room No. 9,"Idashisha Nongrang,IPS; Mr. Martin Willcox; Mr. Pier Stefano; Shri Brijesh Singh  IPS; Shri, Abhishek Verma; Shri, Ajay Singhal",KPMG,Main Summit Session,IA76,True,
5417,Roundtable on AI for Decarbonisation and Circularity: Building India's Low-Carbon Infrastructure,"As India advances its climate and circularity ambitions, artificial intelligence is emerging as a critical enabler of low-carbon transformation. This panel will explore how AI can support decarbonisation across supply chains, infrastructure, and waste systems, while addressing challenges related to data, scale, and governance. Bringing together voices from civil society, industry, and the innovation ecosystem, the discussion will focus on practical pathways, policy enablers, and collaborative models to accelerate sustainable, system-level impact.",2026-02-16,10:30:00.000,,Bharat Mandapam,L1 Meeting Room No. 10,Bishakha Bhattacharya; Debajit Palit; Lena Robra; Mr. Abhishek Gupta; Mr. Anand Sri Ganesh; Mr. Vedant Taneja; Ms. Sapna Bhawnani; Rohan Chhatwal,"NSRCEL, The Indian Institute of Management Bangalore (IIMB)",Main Summit Session,692c4eda9dae410baefaea79,True,
5183,"Effective AI Assessments, Verification and Assurance: Establishing the Foundations for Responsible Confidence in AI","A structured discussion on the challenges and requirements for building an ecosystem for AI system assessments, governance, and risk management. Building on global efforts such as the UN's AI auditing review, recognized AI standards, and emerging AI assurance skills and testing frameworks, the session will outline a roadmap toward reliable reporting on AI system quality, governance, and monitoring. Expert presentations will cover practices, pilot studies, reporting demands, barriers, and pathways to overcome them globally.",2026-02-16,10:30:00.000,,Bharat Mandapam,West Wing Room 4 A,Anne McCormick; Dr. Ansgar Koene; Dr. Jibu Elias; Dr. Philip Howard; LEE Wan Sie; Narayanan Vaidyanathan; Prof. Dr. Balaraman Ravindran,EY (Ernst & Young LLP),Main Summit Session,6917c46a59272e76d28a3862,True,
5457,"From Guardrails to Adaptive Governance in the Global South: Building a Joint Responsible Governance–HTA Framework to Deliver Safe, Trusted, and Scalable AI in Health","There is growing recognition that Global South contexts require governance models that go beyond static regulation. These models must retain regulatory rigor while enabling dynamic assessment, contextual evidence generation, and socio-technical considerations that reflect local priorities, capacities, and values.
Core Proposition: A Two-Track Adaptive Governance Model
This panel proposes a pragmatic, two-track governance approach for AI in health",2026-02-16,10:30:00.000,,Bharat Mandapam,L1 Meeting Room No. 16,Dr. Mona Duggal; Dr. Monika Kochar; Dr. Ricardo Corpuz; Dr. Sarang Deo; Dr. Shalini Garg; Mr. Haitham Ali Ahmed El-Noush; Rado Andriantsimiavona,HEALTH AI - THE GLOBAL AGENCY FOR RESPONSIBLE AI IN HEALTH,Main Summit Session,692cc79f9344ef4973958dcc,True,
5510,AI for Bharat,"This session explores how artificial intelligence is being applied to address context-specific challenges. It will highlight emerging applications and technology developments from research institutions and innovation ecosystems. The discussion will focus on the intersection of AI systems and local needs, examining how AI is influencing daily life and economic activity across different sectors.",2026-02-16,10:30:00.000,,Bharat Mandapam,L1 Meeting Room No. 15,Mr. Alok Mittal; Mr. Ritesh Malik; Mr. Will Poole; Ms. Anuja Dhawan; Ms. Juhi Bhatnagar; Ms. Tanuja Ganu,Native AI,Main Summit Session,IA102,True,
5185,Information Integrity as an Infrastructure for Trust: Empowering Youth and Future Generations,"The proliferation of generative AI and algorithmic content systems has created a new kind of risk for young users globally: Increasing exposure to manipulative design, hyper-personalized content, and AI-generated information at an overwhelming scale. Age-Appropriate Design (AAD) is a policy and design framework that helps develop safer, more accountable digital environments with the best interests of children in mind.",2026-02-16,10:30:00.000,,Bharat Mandapam,West Wing Room 4 B,Alpesh Shah; Amir Banifatemi; Gabriela Ramos; Karine Perset; Mohammed Misbahuddin; Moira Patterson; Tanya Perelmuter; Yuko Harayama; Yuko Harayama,IEEE,Main Summit Session,69180bed59272e76d28a66b0,True,
5178,Standards and Policies for AI in Farmer-Centric Smart Agrifood Systems,"This session will examine the standards and policy foundations needed to responsibly scale AI-enabled, farmer-centric agrifood systems. It will focus on sustainability, food and nutrition security, and inclusive income growth by addressing interoperability, trust, and deployment at scale. The discussion will explore priority standards gaps, enabling policy levers, and coordination across governments, research, and innovation actors to move from pilots to secure, widely adopted AI systems across the agrifood value chain.",2026-02-16,10:30:00.000,,Bharat Mandapam,L1 Meeting Room No. 19,Frederic Werner; Gopal Patra; Rabi N. Sahoo; Raghu Chaliganti; Santanu Chaudhury; Volker Klima,Fraunhofer HHI,Main Summit Session,6917686f5d05f4811c988e4a,True,
5320,"A Billion Voices, One AI: How Language Tech Transforms Nations","This session will be a moderated panel with Q&A, featuring experts in national language missions, Voice AI, and equitable tech investment across India and developing economies as Africa. The discussion focuses on building language AI infrastructure at population scale, sharing experiences, and setting a forward with themes like open infrastructure and South-South cooperation.",2026-02-16,11:30:00.000,,Bharat Mandapam,L1 Meeting Room No. 16,Amitabh Nag; Chennai Chair; Santosh Kevlani; Srikanth Gopalakrishnan; Vijay Sureshkumar,Centre for Open Source Solutions (COSS),Main Summit Session,692ae7e36301504975ed4452,True,
4866,Public Health Powered by AI: RailTel's Collaborative Model for AI Enabled Inclusive Healthcare for Bharat and Beyond,"This session will dissect the transition of artificial intelligence from experimental ""sandboxes"" to the bedrock of national public health infrastructure. The discussion will explore how the synergy between RailTel's expansive digital footprint and Qure.ai's clinical intelligence is creating a sovereign health surveillance grid.",2026-02-16,11:30:00.000,,Bharat Mandapam,L1 Meeting Room No. 19,Dr. Anshul Vikram Pandey; Dr. Anubha Gupta; Dr. Sunil Kumar  Barnwal; Jean Philbert Nsengimana; Mr Vijay Navaluri; Prof. K. Srinath Reddy; Shri Atman Jadon; Shri K. Manohar Raja; Shri Prashant Warier; Shri R. S. Mani,RailTel Corporation of India Limited,Main Summit Session,69171fc05d05f4811c98507c,True,
5189,"Agentic Commerce: Trust, Tokens and 'Know Your Agent' for the AI Economy","This session explores how agentic AI is reshaping digital commerce through autonomous decision-making, trusted identities, and tokenized value exchange. Industry leaders in applied AI will discuss emerging architectures for secure, explainable agents, the evolution of trust and accountability, and the role of tokens in coordinating economic activity. Moderated by an academic expert, the conversation bridges research and practice, examining risks, governance, and opportunities that will define the AI-driven commerce economy over the coming decade globally",2026-02-16,11:30:00.000,,Bharat Mandapam,L2 Audi 1,Dr Pankaj Jalote; Dr Prakhar Mehrotra; ⁠Dr Subi Chaturvedi; Janet George; Prag Sharma,Mastercard,Main Summit Session,6918416059272e76d28a8cff,True,
5083,From Buzzword to Blueprint: Engineering Sustainable AI at Scale,"This session brings together distinguished thought leaders from industry, academia, and the startup ecosystem to explore how AI sustainability can transform from an abstract ESG aspiration into a measurable engineering discipline. The session will draw out practical insights, frameworks, and actionable guidance that practitioners worldwide can immediately apply. The questions asked will elicit specific expertise from panellists while building a cohesive narrative.",2026-02-16,11:30:00.000,,Bharat Mandapam,L1 Meeting Room No. 18,Archana Joshi; Dr. Gayathri Aaditya Eranki; Dr. Niladri Choudhuri; Jaskaran Singh; Naresh Choudhary; Srinivas Varadarajan; Vineet Mittal,Green Computing Foundation,Main Summit Session,69060f1d606ed2072b3e4aa5,True,
5437,Hardware-Rooted Sovereignty: Verifiable Safe and Trusted AI Infrastructure for the Global South,"The session will bring together attendees from the Indian government, data security professionals, Global South policy experts, and
technical researchers in hardware and AI security. The panellists will draw on their research-talent network and event convening
experience, and present live demos and examples of their hardware-enabled verification product.",2026-02-16,11:30:00.000,,Bharat Mandapam,L1 Meeting Room No. 17,Connor Dunlop; Eileen Donahoe; Jaan Talinn; Jayat Joshi; S. Krishnan; Stuart Jonathan Russell; Varun Agrawal,Impact Academy,Main Summit Session,692c719189a749d98eeec962,True,
5414,"Responsible AI for Bharat: Building Trust, Safety, and Global Leadership","This session examines how India can build a responsible AI ecosystem rooted in trust, safety, and public value. It focuses on policy frameworks, governance mechanisms, and accountability practices that balance innovation with societal impact. Emphasizing inclusivity, transparency, and national priorities, the discussion explores how responsible AI for Bharat can strengthen public institutions, safeguard citizens, and position India as a global leader in ethical and people-centric AI development.",2026-02-16,11:30:00.000,,Bharat Mandapam,L1 Meeting Room No. 6,Dr. Subi Chaturvedi; Dr. Tripta Thakur; Mr. Ankush Sabharwal; Mr. Arvind Jayaprakash; Mr. Vivek Raj; Professor Nitin Saxena; Ravi Arora,InMobi,Main Summit Session,692c4696385e576f6e0d2db6,True,
5118,"AI for Disaster Management: Anticipatory, Hyperlocal, Scalable","This session spotlights how ""right-sized"" and responsible AI-enabled workflows can strengthen disaster risk reduction (DRR) by enabling fast, inclusive capture of potential risks, losses and needs, trusted verification, and improved decision-making for responders.",2026-02-16,11:30:00.000,,Bharat Mandapam,L1 Meeting Room No. 10,Mr. Puneet Chandok; Mr. Sujit Mohanty; Ms. Lakshmi Pattabiraman; Ms. Manju Dhasmana; Shri Abhishek Singh; Shri Krishna Vatsa; Snehal Verma,United Nations Office for Disaster Risk Reduction (UNDRR),Main Summit Session,6914aa505d05f4811c96b451,True,
5365,Making AI All Inclusive: Bridging AI Communities to India's AI Future,"This session would explore the potential of JAN AI to democratise India's artificial intelligence landscape and bridge digital divides. Discover frameworks for ensuring equitable AI access, culturally responsive design, and inclusive development practices. Learn how stakeholders can collaborate to build AI systems that serve all Indians, not just privileged segments, creating pathways for all communities to participate in and benefit from India's technological transformation",2026-02-16,11:30:00.000,,Bharat Mandapam,L1 Meeting Room No. 14,Mr. Jayant Rastogi; Mr. Madan Padaki; Ms. Nidhi Bhasin; Ms. Noopur Jhunjhunwala; Prof. Ramesh Raskar; Sri Rajan,Head Held High Foundation,Main Summit Session,692bdd7c0f88815b5e902ae6,True,
5298,Competing to Innovate: How Competition Accelerates AI Innovation,"AI risks being shaped by a concentrated few, leaving the Global South as consumers rather than co-creators. When data, compute, foundational models, and distribution are controlled by a handful of corporations, innovation suffers. A competitive, open source AI stack, built on affordable compute, local cloud options, and locally trained models, is essential to fostering innovation. This panel explores AI resource distribution, barriers facing Global South innovators, and remedies through openness, competition, and South–South cooperation.",2026-02-16,11:30:00.000,,Bharat Mandapam,West Wing Room No. 6,Amba Kak; Augustine Peter; Kush Amlani; Pallavi Shroff; Shweta Rajpal Kohli,Mozilla,Main Summit Session,6929e2df3b3e8d7e576aa8b2,True,
5367,Unlocking Health Equity through Responsible AI,"This session will examine how responsible AI can advance health equity by improving access to trusted medical knowledge, clinical decision support, and workforce capacity. Bringing together policymakers, healthcare leaders, clinicians, and industry experts, the discussion will focus on trust, transparency, and governance in health AI. The panel will explore how evidence-based, explainable AI systems can be deployed safely and at scale to strengthen health systems and improve outcomes, particularly in emerging and resource-constrained settings.",2026-02-16,11:30:00.000,,Bharat Mandapam,L1 Meeting Room No. 15,Dr. Ayesha Chaudhary; Dr. Jan Herzhoff; Dr. Sangeeta Reddy; Mr. Kazim Rizvi,Elsevier,Main Summit Session,692bddfe055b84fadfd4f3d7,True,
5285,South-South Cooperation in AI Policymaking: Developing a Collaboration Roadmap,"This session will include presentations by AI policymakers from multiple countries and a discussion to identify shared interests that can inform the development of collaboration roadmaps. Participants will explore cooperation opportunities related to infrastructure pooling, data sharing, cross-border regulatory sandboxes, regulatory harmonisation and mutual recognition, skills programmes, joint AI incident monitoring, and collaborative audit mechanisms.",2026-02-16,11:30:00.000,,Bharat Mandapam,L1 Meeting Room No. 9,Cyprien Nshimiyimana; Irene Karungi Sekitoleko; Kautsarina Adam; Maxwell Ababio; Odilile Ayodele; Rachel Adams; Rama Devi Lanka; Richard Mwaura Kiarie; Siphokazi Novukuza; Wolfger Bungarten,Human Sciences Research Council (HSRC),Main Summit Session,6929c6123b3e8d7e576a7ef3,True,
5273,"Democratising Access to AI through Data Infrastructure | Models, Governance and Market Design","This workshop examines how equitable access to high-quality data can enable inclusive and responsible AI development, particularly in emerging economies. It brings together experts to explore data infrastructure, governance frameworks, and market incentives that support scalable data ecosystems. Through focused discussions on technical models, market design, and regulation, the session aims to generate practical recommendations for reducing data access barriers, improving interoperability, and ensuring that AI development benefits diverse communities, sectors, and local contexts.",2026-02-16,11:30:00.000,,Bharat Mandapam,West Wing Room 4 B,Dr. Gokul Krishnan; Dr. Nishant Chadha; Dr. R. Srinivasan; Mr. Abhishek Kumar; Mr. Arun Prabhu; Mr. Ashish Aggarwal; Mr. Gaurav Godhwani; Ms. Aparajita Mridha; Ms. Astha Kapoor; Ms. Sreenidhi Srinivasan,Vidhi Centre for Legal Policy,Main Summit Session,6929829caf406c92c235701f,True,
5461,"Enterprise Adoption of Responsible AI: Challenges, Frameworks and Solutions","How can Responsible AI be implemented across the data and AI lifecycle? This seems to be a distant dream across the world, with very limited unified approach to legal, technical, governance and operational requirements. This session builds on top of the unified Techno-legal framework published by the Indian Office of PSA, brings together researchers, policy makers, framework developers, technology platforms and enterprises, to understand the challenges, opportunities and demonstrates a reference implementation of Responsible AI across Data & AI lifecycle.",2026-02-16,11:30:00.000,,Bharat Mandapam,L1 Meeting Room No. 8,Abilash Soundararajan; Ashish Tewari; Dr.  Subodh Sharma; Dr. Geetha Raju; Raj Shekhar; Shri Avinash Agarwal; Sureshram Venghatachari; Vibhav Mithal,PrivaSapien,Main Summit Session,692d3e8db4afdc80cd5f8953,True,
5137,"Whose Language, Whose Model? Public-Interest Multilingual LLMs","LLM development is critical to the public interest in the Global South, yet decisions about their development and use remain concentrated in the Global North. This workshop brings together global civil society, NLP researchers, and technologists to inform responsible LLM development globally. The AI Summit hosted in India this year offers a timely opportunity to convene groups that often work in isolation and to advance questions of language access and global AI governance, including systems.",2026-02-16,12:30:00.000,,Bharat Mandapam,West Wing Room No. 6,Aliya Bhatia; Dhanaraj Thakur; Jhalak Kakkar; Marlena Wisniak,European Center for Not-for-Profit Law (ECNL),Main Summit Session,69166b4c5d05f4811c97ceb7,True,
5253,Empowering Policymakers: Futures Literacy for Tech-Informed Foreign and International Digital Policy,"Emerging technologies are reshaping global power, making digital governance a diplomatic priority. This session introduces futures literacy as a vital tool for proactive policymaking. By integrating complementary perspectives from India and Germany the panel demonstrates how to navigate complexity. Participants will explore how these diverse methodologies can help identify policy space for informed decision making, ensuring a resilient and tech-informed approach to international digital policy and diplomacy.",2026-02-16,12:30:00.000,,Bharat Mandapam,L1 Meeting Room No. 18,Astha Kapoor; Dr. Urvashi Aneja; Hans-Christian Mangelsdorf; Lars Radscheidt; Sebastian Blum,German Federal Foreign Office (FFO),Main Summit Session,6927f36c5a3eaa21d0744d5b,True,
5391,"Women in AI: A South Asia Outlook on Representation, Equity and Empowerment","This session will advance a regional dialogue on women in artificial intelligence across South Asia, focusing on representation, equity, and empowerment. The session will examine implications for women's education, skills development, and work, including risks of bias and exclusion. The discussion will outline actionable pathways for gender-inclusive, people-centered AI",2026-02-16,12:30:00.000,,Bharat Mandapam,L1 Meeting Room No. 9,Aditi Jha; Aditi Namdeo; Anita Gurumurthy; Aparajita Bharti; Emad Karim; Eunsong Kim; Kanta Singh; Leki Choden; Tim Curtis; Vivek Menon,UN Women India Country Office,Main Summit Session,692c155be97fb3203c1ae97a,True,
5344,AI for Inclusive Economic Progress: The Public Services AI stack,"This session will present an AI stack for public services to enable inclusive growth, from India to the world. The session includes short keynotes by panellists, followed by a moderated discussion on implementation challenges, interoperability, and collaboration across governments, technologists, and civil society.",2026-02-16,12:30:00.000,,Bharat Mandapam,L2 Audi 1,Amir Banifatemi; B. Ravindran; Gabriela Ramos; Joanna Shields; Mark Surman; Stuart J Russel; Wan Sie Lee,Cognizant Technology Solutions,Main Summit Session,692b42dfe7fd0ee6ae14557f,True,
